City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,mata-utu,-13.2816,-176.1745,299.05,67,25,9.74,WF,1723065127
281,villa de reyes,21.8,-100.9333,302.7,30,32,6.16,MX,1723065129
282,huayin,34.5675,110.0921,299.79,85,87,1.78,CN,1723064888
283,torghay,49.6339,63.4981,295.94,65,35,1.97,KZ,1723065131
284,oum hadjer,13.2954,19.6966,300.27,71,100,2.19,TD,1723065133
285,ola,59.5833,151.2833,285.57,86,47,1.99,RU,1723064947
286,ponto novo,-10.8628,-40.1336,300.01,45,26,6.59,BR,1723065135
287,nadym,65.5333,72.5167,278.59,90,11,4.35,RU,1723065136
288,saldanha,-33.0117,17.9442,285.37,90,2,3.72,ZA,1723065137
289,laguna,38.421,-121.4238,314.44,12,0,3.6,US,1723064699
290,greymouth,-42.4667,171.2,282.07,84,92,6.51,NZ,1723065140
291,papao,-17.75,-149.55,300.97,78,0,7.28,PF,1723065141
292,fort bragg,35.139,-79.006,299.51,94,100,6.69,US,1723065142
293,fort william,56.8165,-5.1121,285.54,95,84,3.95,GB,1723065067
294,custodia,-8.0875,-37.6431,297.42,47,5,5.65,BR,1723065144
295,saint-philippe,-21.3585,55.7679,292.92,76,0,2.12,RE,1723065145
296,anadyr,64.75,177.4833,282.43,70,20,3.0,RU,1723065147
297,pathein,16.7833,94.7333,298.6,90,97,2.19,MM,1723064962
298,selfoss,63.9331,-20.9971,288.73,86,79,2.99,IS,1723065149
299,eilat,29.5581,34.9482,307.06,31,0,4.63,IL,1723065150
300,palmer,42.1584,-72.3287,295.38,67,45,2.24,US,1723064798
301,vredendal,-31.6683,18.5012,283.52,93,0,0.84,ZA,1723065152
302,santa fe de antioquia,6.5569,-75.8281,301.28,71,100,0.59,CO,1723064955
303,chonchi,-42.6128,-73.8092,283.77,85,35,0.55,CL,1723065155
304,tabina,7.4669,123.4081,299.86,84,100,1.68,PH,1723065156
305,masterton,-40.9597,175.6575,283.76,73,100,3.55,NZ,1723065157
306,lib,8.3122,167.3766,299.99,79,100,4.83,MH,1723065158
307,mabaruma,8.2,-59.7833,301.4,77,74,1.83,GY,1723065159
308,lensk,60.7253,114.9278,286.28,75,20,1.88,RU,1723064922
309,namibe,-15.1961,12.1522,289.27,84,41,4.61,AO,1723065161
310,alasehir,38.3508,28.5172,295.67,52,0,2.17,TR,1723065162
311,gebeit,21.0667,36.3167,301.0,59,100,2.54,SD,1723065164
312,vorkuta,67.5,64.0,279.91,75,9,2.38,RU,1723065165
313,jinchang,38.4953,102.1739,294.91,71,99,1.61,CN,1723065166
314,argostolion,38.1811,20.489,302.45,35,0,0.0,GR,1723065167
315,velur,12.9333,79.1333,298.9,81,100,2.42,IN,1723065168
316,bogatyye saby,56.0102,50.4483,288.62,91,63,1.37,RU,1723065169
317,touros,-5.1989,-35.4608,297.73,78,5,6.72,BR,1723064904
318,bridport,50.7338,-2.7583,290.92,79,100,3.97,GB,1723065172
319,ishigaki,24.3448,124.1572,302.01,81,100,1.84,JP,1723065173
320,rongelap,11.1635,166.8941,301.52,76,92,5.85,MH,1723064777
321,san-pedro,4.7485,-6.6363,296.71,81,96,3.83,CI,1723065175
322,marquette,46.5333,-87.6335,296.94,43,100,1.79,US,1723065177
323,sinabang,2.4803,96.3801,299.66,82,100,1.27,ID,1723064675
324,san patricio,28.017,-97.5169,310.12,34,5,4.36,US,1723065179
325,vernon,50.2581,-119.2691,304.12,24,2,0.89,CA,1723064997
326,pechora,65.1472,57.2244,282.9,76,8,2.36,RU,1723065182
327,puerto san jose,13.9256,-90.8244,303.73,73,84,4.45,GT,1723064919
328,yakeshi,49.2833,120.7333,285.94,89,2,1.55,CN,1723065185
329,sassandra,4.95,-6.0833,296.27,84,100,3.31,CI,1723065186
330,richards bay,-28.783,32.0377,292.44,72,26,7.25,ZA,1723065187
331,coari,-4.085,-63.1414,309.04,30,12,0.12,BR,1723065188
332,codrington,-38.2667,141.9667,284.37,59,100,8.72,AU,1723064648
333,newman,37.3138,-121.0208,314.28,7,1,3.48,US,1723064664
334,peniche,39.3558,-9.3811,293.31,90,1,8.2,PT,1723064722
335,volosovo,59.4333,29.4833,285.88,95,0,2.34,RU,1723065193
336,nicoya,10.1483,-85.452,297.22,96,100,1.81,CR,1723065194
337,port hedland,-20.3167,118.5667,289.18,77,31,3.6,AU,1723064851
338,chui,-33.6971,-53.4616,286.15,72,100,4.78,UY,1723065197
339,esquel,-42.9,-71.3167,277.8,70,74,1.54,AR,1723064913
340,jiuquan,39.7432,98.5174,298.94,24,100,9.94,CN,1723065199
341,hasaki,35.7333,140.8333,299.42,90,100,1.27,JP,1723065200
342,port-gentil,-0.7193,8.7815,297.13,83,20,2.57,GA,1723065201
343,bardai,11.65,7.2333,295.01,95,79,2.61,NG,1723064879
344,ulaangom,49.9811,92.0667,289.43,52,10,1.14,MN,1723065204
345,christchurch,-43.5333,172.6333,283.68,76,100,3.6,NZ,1723064737
346,san juan,-31.5375,-68.5364,283.87,29,95,6.81,AR,1723064420
347,alice springs,-23.7,133.8833,282.9,62,0,2.57,AU,1723065208
348,mana,5.6592,-53.7767,300.36,81,42,4.35,GF,1723065210
349,tsiombe,-25.3,45.4833,293.31,78,73,6.67,MG,1723065211
350,afaahiti,-17.75,-149.2833,300.08,83,33,7.61,PF,1723065212
351,alo,6.5486,4.2686,297.91,84,91,4.12,NG,1723065007
352,uttar char fasson,22.2332,90.7132,300.5,86,100,7.72,BD,1723065214
353,colon,9.3592,-79.9014,298.12,86,100,3.13,PA,1723065215
354,strugi-krasnyye,58.2675,29.1114,286.67,96,4,2.05,RU,1723065217
355,bokoro,12.3807,17.0568,298.56,82,100,3.93,TD,1723065218
356,walvis bay,-22.9575,14.5053,284.87,87,0,1.86,NA,1723065080
357,barahan,13.0121,120.762,300.15,81,11,1.53,PH,1723065220
358,boden,65.8252,21.6886,288.15,79,0,1.13,SE,1723065221
359,keflavik,64.0049,-22.5624,286.1,87,0,5.14,IS,1723064706
360,willowmore,-33.2926,23.4895,284.53,33,0,1.11,ZA,1723065223
361,belabo,4.9333,13.3,293.94,96,100,2.2,CM,1723065225
362,badagara,11.6,75.5833,297.99,91,100,5.27,IN,1723065226
363,talcahuano,-36.7167,-73.1167,283.97,62,0,4.12,CL,1723065227
364,sisimiut,66.9395,-53.6735,280.85,82,64,5.99,GL,1723065104
365,huruta,8.15,39.35,288.95,86,89,1.66,ET,1723065229
366,ende,-8.8432,121.6623,294.63,92,83,0.38,ID,1723065230
367,tres arroyos,-38.3739,-60.2798,279.13,93,100,8.9,AR,1723065232
368,ochsenfurt,49.6643,10.0623,291.95,94,0,2.34,DE,1723065233
369,howard springs,-12.497,131.047,292.58,97,5,2.46,AU,1723065070
370,fortaleza,-3.7227,-38.5247,300.22,78,20,6.69,BR,1723064442
371,priargunsk,50.3691,119.1012,286.71,87,0,1.44,RU,1723065236
372,kenora,49.8167,-94.4337,292.47,77,100,4.02,CA,1723064951
373,al kharijah,25.4514,30.5464,306.77,19,51,3.92,EG,1723065238
374,okha,53.5739,142.9478,286.44,86,97,3.17,RU,1723065239
375,katsuren-haebaru,26.3369,127.8719,302.16,95,0,3.09,JP,1723065176
376,zhangjiakou,40.81,114.8794,293.82,80,73,0.38,CN,1723065242
377,hammerfest,70.6634,23.6821,294.4,40,7,2.57,NO,1723064960
378,cacoal,-11.4386,-61.4472,309.12,24,23,2.46,BR,1723065076
379,estevan,49.1334,-102.9842,293.34,39,0,6.17,CA,1723065246
380,mount gambier,-37.8333,140.7667,283.8,58,100,5.67,AU,1723065247
381,khandyga,62.6667,135.6,283.08,92,8,1.03,RU,1723065249
382,northam,51.0333,-4.2167,289.48,90,100,5.56,GB,1723065250
383,sechura,-5.5569,-80.8222,296.44,57,12,8.98,PE,1723065251
384,ilhabela,-23.7781,-45.3581,295.95,63,12,2.44,BR,1723065252
385,marco island,25.9363,-81.7157,305.95,73,0,6.06,US,1723065042
386,geraldton,-28.7667,114.6,286.38,94,100,4.12,AU,1723065255
387,palikir - national government center,6.9248,158.1611,300.56,83,20,1.54,FM,1723065257
388,rabo de peixe,37.8,-25.5833,295.88,83,40,5.14,PT,1723065258
389,kijang,35.2442,129.2139,298.42,87,38,1.54,KR,1723065259
390,luganville,-15.5333,167.1667,296.7,73,91,6.14,VU,1723065260
391,athens,37.9795,23.7162,303.25,45,75,2.68,GR,1723065261
392,cabras,39.93,8.5314,296.26,90,2,0.87,IT,1723065262
393,manavalakurichi,8.1333,77.3,298.75,86,100,6.27,IN,1723065263
394,puerto baquerizo moreno,-0.9,-89.6,293.7,88,75,7.2,EC,1723065265
395,fisterra,42.9049,-9.2629,293.16,82,2,10.32,ES,1723065266
396,grado,43.388,-6.0743,293.6,94,75,2.06,ES,1723065267
397,penzance,50.1186,-5.5371,289.53,80,100,5.1,GB,1723065268
398,salym,60.0625,71.4789,282.94,73,98,2.07,RU,1723065269
399,yeraliyev,43.2,51.65,301.99,45,23,9.94,KZ,1723064813
400,volgorechensk,57.4393,41.1555,287.79,95,99,2.37,RU,1723065271
401,toliara,-23.35,43.6667,294.89,71,0,5.11,MG,1723065273
402,port lincoln,-34.7333,135.8667,287.01,55,100,9.51,AU,1723065275
403,solnechnyy,50.7214,136.6319,291.74,99,100,1.76,RU,1723065276
404,mount isa,-20.7333,139.5,278.02,75,0,0.0,AU,1723065277
405,bonthe,7.5264,-12.505,298.31,82,100,4.52,SL,1723065278
406,pagar alam,-4.0167,103.2667,293.17,89,100,0.8,ID,1723065279
407,tyumentsevo,53.3224,81.498,289.94,94,100,2.46,RU,1723065281
408,nishon tumani,38.694,65.6751,300.29,34,0,1.03,UZ,1723065282
409,antsiranana,-12.2787,49.2917,294.92,66,0,7.84,MG,1723065283
410,oranjemund,-28.55,16.4333,285.11,84,0,2.84,NA,1723064950
411,malvan,16.0667,73.4667,299.17,85,100,4.42,IN,1723065286
412,kasimov,54.9411,41.3953,288.7,89,63,1.53,RU,1723065287
413,poso,-1.3959,120.7524,297.76,78,99,2.8,ID,1723065288
414,kemijarvi,66.7131,27.4306,285.53,67,6,1.92,FI,1723065289
415,sao jose da coroa grande,-8.8978,-35.1478,297.85,66,89,4.68,BR,1723065290
416,trenggalek,-8.05,111.7167,296.04,95,100,1.7,ID,1723065291
417,tuntum,-5.2581,-44.6489,304.62,27,16,2.22,BR,1723065292
418,maumere,-8.6199,122.2111,296.8,77,57,1.1,ID,1723065293
419,alesund,62.4723,6.1549,288.33,94,75,3.09,NO,1723064871
420,santa ana,33.7456,-117.8678,307.77,53,20,7.2,US,1723065068
421,dadiya,9.6167,11.4333,296.13,88,60,2.03,NG,1723065297
422,tshikapa,-6.4167,20.8,298.88,19,85,0.65,CD,1723065298
423,luoyang,34.6836,112.4536,296.82,97,99,4.5,CN,1723065299
424,cole harbour,44.6724,-63.4751,295.81,69,40,5.66,CA,1723065300
425,katsuura,35.1333,140.3,299.16,91,80,0.7,JP,1723065301
426,belaya kholunitsa,58.84,50.8528,288.18,98,98,2.68,RU,1723064931
427,arawa,-6.2132,155.5367,299.22,80,85,1.21,PG,1723065304
428,utete,-7.986,38.758,294.96,84,7,2.2,TZ,1723065305
429,enewetak,11.3474,162.3373,301.87,74,39,5.31,MH,1723065306
430,cidreira,-30.1811,-50.2056,289.0,96,100,4.36,BR,1723065307
431,zaozersk,69.4005,32.4476,285.76,70,5,0.64,RU,1723065308
432,happy valley-goose bay,53.3168,-60.3315,286.48,72,100,3.97,CA,1723065208
433,luanda,-8.8368,13.2343,293.52,86,72,4.02,AO,1723065290
434,kirensk,57.7853,108.1119,287.42,97,24,1.97,RU,1723065311
435,dakhla,23.6848,-15.958,295.16,78,4,10.8,EH,1723065313
436,kzyltu,53.6364,72.3414,289.25,94,100,2.85,KZ,1723065314
437,fuyu,45.1833,124.8167,294.36,98,9,2.78,CN,1723065315
438,victorica,-36.2151,-65.4359,276.03,95,100,11.37,AR,1723065316
439,vanino,49.0869,140.2543,290.55,100,100,1.1,RU,1723065317
440,polonnaruwa,7.9333,81.0,298.36,81,75,2.8,LK,1723065318
441,gao,16.6362,1.637,303.26,58,99,8.69,ML,1723065087
442,campbell river,50.0163,-125.2446,297.37,57,20,3.09,CA,1723065320
443,labuan,5.2767,115.2417,300.01,82,99,2.31,MY,1723065322
444,sakakah,29.9697,40.2064,301.91,13,0,2.62,SA,1723065323
445,west lafayette,40.4259,-86.9081,299.38,69,100,4.12,US,1723065324
446,talara,-4.5772,-81.2719,295.57,68,0,7.72,PE,1723065325
447,laascaanood,8.4774,47.3597,299.55,53,6,12.67,SO,1723065326
448,nurabad,34.0734,47.9725,297.33,22,0,1.14,IR,1723065327
449,sao vicente,-23.9631,-46.3919,304.41,65,5,2.41,BR,1723064952
450,warrnambool,-38.3833,142.4833,284.23,64,100,7.27,AU,1723065330
451,neftegorsk,52.802,51.166,291.46,77,60,2.32,RU,1723065331
452,amursk,50.2261,136.8994,292.24,99,100,2.04,RU,1723065332
453,ust'-kulom,61.6864,53.6902,281.85,94,42,2.16,RU,1723065333
454,vilyuchinsk,52.9306,158.4028,291.3,85,44,3.67,RU,1723064811
455,iquitos,-3.7481,-73.2472,305.17,58,40,3.09,PE,1723065335
456,yoro,15.1333,-87.1333,301.85,61,100,2.35,HN,1723065337
457,fuglafjordur,62.244,-6.814,283.41,93,77,3.49,FO,1723065338
458,palu,-0.8917,119.8707,296.79,98,100,1.87,ID,1723065339
459,dubbo,-32.25,148.6167,278.22,93,0,5.66,AU,1723065340
460,mananjary,-21.2167,48.3333,293.19,85,16,0.84,MG,1723065342
461,north vernon,39.0062,-85.6236,302.46,61,77,5.13,US,1723065343
462,kencong,-8.2833,113.3667,294.83,92,0,1.38,ID,1723065345
463,tyukhtet,56.5389,89.3011,286.92,97,25,1.79,RU,1723065346
464,timimoun,29.2639,0.231,311.36,11,0,5.14,DZ,1723065347
465,kas,36.2018,29.6377,301.43,67,0,1.37,TR,1723065348
466,jaru,-10.4389,-62.4664,308.72,24,15,1.64,BR,1723065304
467,templin,53.1186,13.5022,294.34,94,100,2.27,DE,1723065350
468,los frentones,-26.4077,-61.4137,290.85,40,1,4.24,AR,1723065351
469,garissa,-0.4536,39.6401,297.92,66,98,8.53,KE,1723065352
470,baneh,35.9975,45.8853,293.74,27,0,1.25,IR,1723065354
471,modimolle,-24.7,28.4,286.33,38,1,2.26,ZA,1723065355
472,callao,-12.0667,-77.15,291.33,72,100,4.12,PE,1723065058
473,valley city,46.9233,-98.0032,292.44,94,100,6.69,US,1723065357
474,centurion,-25.8589,28.1858,286.93,53,14,0.0,ZA,1723065358
475,redwood falls,44.5394,-95.1169,292.23,94,100,2.06,US,1723065359
476,mumbwa,-14.9783,27.0619,291.11,35,2,2.29,ZM,1723065361
477,caluula,11.9661,50.7569,303.24,69,10,1.13,SO,1723065362
478,remire-montjoly,4.9167,-52.2667,303.17,74,0,4.63,GF,1723065363
479,callaway,30.153,-85.5699,308.18,63,20,7.2,US,1723065364
480,pemangkat,1.1667,108.9667,297.87,86,100,1.87,ID,1723065365
481,timmins,48.4669,-81.3331,296.05,38,75,1.03,CA,1723065324
482,opuwo,-18.0607,13.84,292.55,27,0,1.89,NA,1723065368
483,yuma,32.7253,-114.6244,313.08,35,83,7.5,US,1723065237
484,arti,56.4234,58.5328,287.73,97,50,4.29,RU,1723065370
485,noumea,-22.2763,166.4572,294.26,99,100,4.74,NC,1723065371
486,kariba,-16.5167,28.8,293.28,46,4,2.25,ZW,1723065372
487,verkhnevilyuysk,63.4453,120.3167,281.73,89,52,1.18,RU,1723065373
488,acarau,-2.8856,-40.12,299.15,77,9,8.56,BR,1723065374
489,mayahi,13.9553,7.6712,301.08,59,95,6.4,NE,1723065375
490,beira,-19.8436,34.8389,294.2,94,0,3.09,MZ,1723065377
491,puerto leguizamo,-0.1934,-74.7819,301.16,65,85,1.26,CO,1723065378
492,sambava,-14.2667,50.1667,291.83,81,0,3.89,MG,1723065379
493,villa tupac amaru,-13.7,-76.15,291.75,68,1,6.17,PE,1723065380
494,kristiansund,63.1115,7.732,289.18,89,100,2.06,NO,1723065381
495,princeville,45.7668,-61.2985,296.66,63,75,2.57,CA,1723065382
496,kuching,1.55,110.3333,298.76,94,40,1.03,MY,1723065383
497,gamba,-2.65,10.0,294.73,95,83,1.92,GA,1723065385
498,shiroishi,38.0033,140.6183,296.63,94,63,1.11,JP,1723065386
499,urgup,38.6304,34.9116,296.29,37,2,2.49,TR,1723065387
500,kongwa,-6.2,36.4167,291.31,63,7,2.3,TZ,1723065388
501,mirny,62.5353,113.9611,284.49,73,8,1.97,RU,1723065389
502,zhanibek,49.4167,46.85,296.9,48,41,1.35,KZ,1723065390
503,kaifeng,34.7911,114.3483,296.34,98,96,3.86,CN,1723065391
504,rudsar,37.1376,50.288,300.14,82,44,2.27,IR,1723065392
505,gisborne,-38.6533,178.0042,282.02,67,29,2.12,NZ,1723065394
506,zagora,30.3484,-5.8365,310.24,10,0,3.53,MA,1723065395
507,belomorsk,64.5232,34.7668,281.72,95,14,2.23,RU,1723065397
508,badagry,6.4167,2.8833,297.71,85,100,5.0,NG,1723065398
509,villa ojo de agua,-29.5,-63.6938,286.45,21,5,6.23,AR,1723065399
510,brandfort,-28.7001,26.4597,277.82,25,56,4.29,ZA,1723065400
511,ugoofaaru,5.6667,73.0,301.43,76,51,5.88,MV,1723065402
512,caleta de carquin,-11.0925,-77.6267,291.56,77,34,5.75,PE,1723065403
513,ulsteinvik,62.3432,5.8487,288.32,92,100,0.89,NO,1723065404
514,sao joao da barra,-21.6403,-41.0511,297.2,80,0,10.59,BR,1723065160
515,arafat,39.0344,44.6198,294.43,55,3,1.0,IR,1723065406
516,puerto aysen,-45.4,-72.7,279.31,90,93,1.42,CL,1723065407
517,morant bay,17.8815,-76.4093,304.94,74,100,4.41,JM,1723065408
518,muli,2.9167,73.5667,301.6,72,100,6.04,MV,1723065410
519,thinadhoo,0.5333,72.9333,301.45,75,100,2.57,MV,1723064989
520,cill airne,52.05,-9.5167,287.24,94,99,1.58,IE,1723065412
521,lexington park,38.2668,-76.4538,301.97,80,20,5.14,US,1723065142
522,borda da mata,-22.2742,-46.1653,293.73,37,0,2.16,BR,1723065414
523,murzuq,25.9155,13.9184,305.61,12,1,3.07,LY,1723065416
524,zhongxing,33.7039,118.6792,299.38,95,97,1.78,CN,1723065418
525,huanuni,-18.2667,-66.85,284.42,10,0,12.07,BO,1723065419
526,ust-nera,64.5667,143.2,284.43,89,100,1.27,RU,1723065420
527,guanica,17.9716,-66.908,304.54,67,17,4.24,PR,1723065422
528,tangalle,6.024,80.7911,298.97,88,6,4.4,LK,1723065044
529,bayramaly,37.6185,62.1671,301.01,17,0,3.91,TM,1723065424
530,cabedelo,-6.9811,-34.8339,298.52,77,38,6.45,BR,1723065425
531,kingston,17.997,-76.7936,304.68,74,20,8.23,JM,1723065427
532,bambanglipuro,-7.95,110.2833,296.31,92,27,3.09,ID,1723065428
533,sittwe,20.15,92.9,299.4,88,100,2.59,MM,1723065429
534,leava,-14.3,-178.1667,298.61,66,100,9.36,WF,1723065431
535,babu,24.4167,111.5167,299.53,81,6,1.23,CN,1723065432
536,nar'yan-mar,67.6713,53.087,278.72,90,9,3.1,RU,1723065433
537,gryfice,53.9165,15.2003,293.62,63,99,3.57,PL,1723065434
538,road town,18.4167,-64.6167,303.17,66,40,3.6,VG,1723065298
539,queenstown,-31.8976,26.8753,284.34,30,24,2.35,ZA,1723065436
540,mogadishu,2.0371,45.3438,297.75,82,89,7.26,SO,1723065371
541,dzuunharaa,48.8523,106.4579,288.54,83,100,0.67,MN,1723065439
542,copala,16.65,-98.9833,303.9,65,53,6.23,MX,1723065440
543,al jawf,29.5,38.75,302.02,13,2,2.24,SA,1723065441
544,warrenton,-28.114,24.8475,287.65,35,10,5.52,ZA,1723065442
545,taichung,24.1469,120.6839,301.85,80,40,2.57,TW,1723065072
546,tarakan,3.3,117.6333,297.87,94,100,2.16,ID,1723065444
547,novyy urengoy,66.0833,76.6333,284.19,70,100,5.57,RU,1723065446
548,hami,42.8,93.45,292.56,68,100,4.22,CN,1723065447
549,bamboo flat,11.7,92.7167,299.2,89,75,1.03,IN,1723065448
550,kazerun,29.6195,51.6541,304.81,22,8,1.62,IR,1723065449
551,banmankhi,25.8833,87.1833,299.64,91,100,2.67,IN,1723065450
552,cockburn town,21.4612,-71.1419,301.4,83,100,6.64,TC,1723065452
553,rotorua,-38.1387,176.2452,282.55,86,100,1.87,NZ,1723065454
554,fale old settlement,-9.3852,-171.2468,301.28,69,100,8.34,TK,1723065455
555,trotwood,39.7973,-84.3113,301.4,71,75,6.17,US,1723065217
556,birjand,32.8663,59.2211,297.41,10,0,3.09,IR,1723065457
557,maevatanana,-13.8831,48.5289,294.32,71,44,1.15,MG,1723065458
558,belyy yar,53.6039,91.3903,289.09,88,0,1.0,RU,1723065459
559,la bassee,50.5342,2.8062,291.47,66,99,2.99,FR,1723065460
560,basoko,1.2391,23.616,297.7,79,72,1.54,CD,1723065462
561,bomi,7.2461,-11.5258,296.64,91,100,1.68,SL,1723065463
562,ardabil,38.2498,48.2933,288.9,72,0,2.06,IR,1723065464
